status,reported,description,address,type,occurred
CLOSED,2019-06-28 16:58:00+00:00,"Officers dispatched to a report of an unwanted guest inside of the building. Officers arrived, located the individual, and sent them on their way.",SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,UNWANTED GUEST,6/28/19 4:58 PM
CLOSED,2020-05-27 09:52:00+00:00,"Officer took a report of a stolen license plate valued at $50.00 from a parked vehicle. Officer reported that the incident took place in Cambridge's jurisdiction, and advised the reporting party to also contact the Cambridge Police.",200 BANKS STREETCAMBRIDGE,ASSIST CAMBRIDGE POLICE,5/26/20 - 8:30 AM 5/27/20 - 8:30 AM
CLOSED,2019-10-20 00:00:00+00:00,Officer dispatched to a report of a noise complaint. Officer and Cambridge Police arrived and reported that the occupants  were dispersing for the evening.,OWL CLUB 30 HOLYOKE ST CAMBRIDGE,ASSIST CAMBRIDGE POLICE,10/20/19 0:37 AM - 1:03 AM
CLOSED,2020-01-29 06:31:00+00:00,Officers dispatched to a report of an individual engaged in suspicious activity in the area. Officers arrived and reported that the individual was gone on arrival.,HARVARD HALL 12 HARVARD YARD CAMBRIDGE,SUSPICIOUS ACTIVITY,1/29/20 6:31 AM
ARREST,2019-06-30 16:01:00+00:00,"Officers dispatched to a report of an individual in the building who had an active trespass warning for all Harvard        University property. Officers arrived, located the individual, and conducted a field interview. The individual was run for wants/warrants with negative results but did show positive results for an active trespass warning. The individual was then informed that they were being placed under arrest for trespassing. At this time, the individual began to repeatedly pull   away from the officer and resist arrest. Ultimately, the individual was placed under arrest, re-issued a verbal trespass   warning for all Harvard University property, and transported to the Cambridge Police Department for booking.                                                                                                                                          Name: Moorehead, Glenn                                                                                                     Age: 55                                                                                                                    Address: 141 Oxford St, Cambridge, Massachusetts 02140                                                                     Charge(s): Trespassing                                                                                                     Resisting Arrest",HARKNESS COMMONS 14 EVERETT ST CAMBRIDGE,TRESPASSING,6/30/19 3:45 PM - 6:30 PM
CLOSED,2019-04-04 23:16:00+00:00,"Officers dispatched to a report of a noise complaint in the common room. Officers arrived and reported common room was    
quiet.",10 AKRON ST,NOISE COMPLAINT                 ,"4/4/19
11:16 PM"
CLOSED,2019-04-13 17:11:00+00:00,Officer dispatched to take a report of a stolen black Trek bicycle valued at $800.00 and cable lock valued at $25.00.,MALKIN ATHLETIC CENTER 39 HOLYOKE ST CAMBRIDGE,THEFT REPORT,"4/13/19
3:00 PM - 5:00 PM"
CLOSED,2019-08-04 15:26:00+00:00,Officer dispatched to a report of a individual engaged in suspicious activity in front of the building. Officer arrived    and reported that the individual was gone on arrival.,WIGGLESWORTH HALL G 6 HARVARD YARD CAMBRIDGE,SUSPICIOUS ACTIVITY,8/4/19 3:26 PM
CLOSED,2019-12-02 14:58:00+00:00,Officers dispatched to monitor a demonstration that occurred without incident.,UNIVERSITY HALL 1 HARVARD YARD CAMBRIDGE,DEMONSTRATION,12/2/19 2:55 PM - 3:50 PM
OPEN,2019-06-03 10:21:00+00:00,Officer dispatched to take a report of a threat.,MASSACHUSETTS HALL 11 HARVARD YARD CAMBRIDGE,THREAT(S),"5/31/19
4:38 PM"
CLOSED,2019-09-23 20:08:00+00:00,"Officer while on patrol received a report of an individual in need of assistance. Officer arrived and reported two         individuals engaged in a verbal dispute. Officer approached the individuals and conducted a field interview. During the    field interview, the reporting party informed the officer that the other individual had made threatening statements and    gestures during the aforementioned dispute which placed them in fear of being struck. The individual was then run for      wants/warrants with negative results. At the conclusion of the incident, the individual was issued a verbal trespass       warning for all Harvard University property and sent on their way.",SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,ASSAULT REPORT,9/23/19 8:05 PM - 8:30 PM
OPEN,2019-08-30 15:28:00+00:00,Officer dispatched to take a report of a stolen black Fuji bicycle valued at $350.00. The reporting individual informed    the officer that the bicycle was secured to the bike rack with a cable lock that was left at the scene.,PFORZHEIMER HOUSE - MOORS HALL 56 LINNAEAN ST CAMBRIDGE,THEFT REPORT,5/15/19 - 3:00 PM 8/28/19 - 12:00 PM
CLOSED,2020-01-31 10:44:00+00:00,Officer took a report of vandalism inside of a residence in the building.,HARVARD AT TRILOGY 170 BROOKLINE AVE BOSTON,VANDALISM,1/31/20 11:00 AM - 11:30 AM
CLOSED,2020-01-13 11:44:00+00:00,"Officers dispatched to a report of an unwanted guest in the building. Officers arrived, located the individual, and        conducted a field interview. During the field interview, the individual was run for wants/warrants with negative results.  The individual was then issued a verbal trespass warning for all Harvard University property and sent on their way.",SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,TRESPASS WARNING,1/13/20 11:46 AM - 12:12 PM
OPEN,2019-04-30 15:18:00+00:00,Officer dispatched to take a report of threats.,FRESHMAN DEAN'S OFFICE 6 PRESCOTT ST CAMBRIDGE,THREAT(S),"3/10/19 - 0:01 AM
4/30/19 - 4:00 PM"
CLOSED,2019-11-04 08:47:00+00:00,Officers dispatched to a report of an individual pulling on bicycles outside of the building. Officers arrived and         reported that the individual was gone on arrival.,HEMENWAY GYMNASIUM H 1515 MASSACHUSETTS AVE CAMBRIDGE,SUSPICIOUS ACTIVITY,11/4/19 8:47 AM
CLOSED,2019-12-19 09:23:00+00:00,"Officers dispatched to a report of an individual sleeping inside of the building. Officers arrived, located the            individual, and reported that all was in order.",SCIENCE CENTER 1 OXFORD ST CAMBRIDGE,UNWANTED GUEST,12/19/19 9:23 AM
OPEN,2019-12-20 10:23:00+00:00,Officer dispatched to take a report of a suspicious telephone call.,JEFFERSON LAB 17 OXFORD ST CAMBRIDGE,SUSPICIOUS CALL/TEXT/MAIL/SOCI,12/20/19 10:19 AM - 10:22 AM
CLOSED,2020-01-17 12:34:00+00:00,Officers dispatched to a report of a suspicious incident. Officers and Cambridge Police arrived and reported that all was  in order.,100 WALKER STCAMBRIDGE,ASSIST CAMBRIDGE POLICE,1/16/20 - 10:30 PM 1/17/20 - 12:30 PM
OPEN,2019-10-15 11:14:00+00:00,Officer dispatched to take a report of annoying telephone calls.,WILLIAM JAMES HALL 33 KIRKLAND ST CAMBRIDGE,ANNOYING CALLS/TEXTS/EMAILS,10/15/19 11:10 AM - 11:20 AM
OPEN,2019-06-14 14:35:00+00:00,Officer dispatched to take a report of annoying emails.,DUBOIS INSTITUTE 104 MT AUBURN ST CAMBRIDGE,"ANNOYING
CALLS/TEXTS/EMAILS","5/31/19 - 10:54 AM
6/14/19 - 3:00 PM"
CLOSED,2019-05-09 14:03:00+00:00,"Officers dispatched to a report of an individual causing a disturbance in the area. Officers arrived, located the         
individual, and conducted a field interview. The individual was then informed to cease any further disruptive behavior.",SHAD HALL 70 N HARVARD ST ALLSTON,FIELD INTERVIEW,"5/9/19
2:03 PM"
CLOSED,2019-07-25 17:09:00+00:00,"Officers dispatched to a report of an individual possibly using narcotics near the building. Officers arrived, located the individual, and conducted a field interview. Following the field interview, officers reported that the individual was not  using any narcotics and sent them on their way.",180 LONGWOOD AVEBOSTON,FIELD INTERVIEW,7/25/19 5:07 PM - 5:15 PM
CLOSED,2019-06-19 15:16:00+00:00,Officer dispatched to take a report of a past disturbance in the building.,BUREAU OF STUDY COUNSEL 5 LINDEN ST CAMBRIDGE,DISTURBANCE,6/19/19 12:15 PM - 12:30 PM
CLOSED,2019-06-01 23:04:00+00:00,Officer dispatched to take a report of a stolen green cart valued at $65.00 and clothing valued at $400.00,SOLDIERS FIELD PARK 06 111 WESTERN AVE ALLSTON,THEFT REPORT,6/1/19 8:00 AM - 10:45 PM
CLOSED,2019-04-28 10:11:00+00:00,"Officer dispatched to a report of three individuals playing loud music and causing a disturbance in the building. Officer 
arrived, located two of the individuals, and reported that they were in the process of leaving the area. Officer then     
observed the third individual exiting a secured restroom in the building and conducted a field interview. During the field
interview, the officer reported that the individual engaged in agitated and disrespectful behavior. The individual was run
for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard        
University property and sent on their way.",SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,TRESPASS WARNING,"4/28/19
10:11 AM - 10:35 AM"
OPEN,2019-11-20 20:41:00+00:00,Officer dispatched to take a report of stolen unattended and unsecured Apple Airpods valued at $200.00.,SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,THEFT REPORT,11/20/19 8:23 PM - 8:35 PM
CLOSED,2019-05-24 18:31:00+00:00,"Officer dispatched to take a report of a black Coach purse valued at $120.00, a purple Coach wallet valued at $40.00,     
$10.00 in U.S. currency, a license, and debit/credit cards stolen from inside of a motor vehicle.",ATHLETICS - WEBSTER FIELD LOT 79 N HARVARD ST ALLSTON,THEFT REPORT,"5/24/19
3:30 PM - 6:00 PM"
CLOSED,2020-05-03 14:23:00+00:00,"Officer dispatched to a report of a group of individuals in the area. Officer arrived, located the group, and reported     that all was well.",LIPPMAN HOUSE 1 FRANCIS AVE CAMBRIDGE,REMOVE GROUP,5/3/20 2:23 PM
CLOSED,2019-05-09 08:01:00+00:00,"Officers dispatched to a report of an individual causing a disturbance in the area. Officers arrived, located the         
individual, and sent them on their way.",UNIVERSITY HALL 1 HARVARD YARD CAMBRIDGE,DISTURBANCE,"5/9/19
8:01 AM"
CLOSED,2019-12-12 07:28:00+00:00,Officers dispatched to monitor a demonstration that occurred without incident.,HARVARD YARD 1 PEABODY ST CAMBRIDGE,DEMONSTRATION,12/12/19 7:28 AM
CLOSED,2019-03-28 05:41:00+00:00,"Officer dispatched to a report of a motor vehicle idling near the loading dock. Officer arrived and reported that the     
motor vehicle had been delivering food.",HARVARD UNIV. DINING SERVICES 80 JFK ST CAMBRIDGE,MOTOR VEHICLE COMPLAINT,"3/28/19
5:41 AM"
CLOSED,2019-12-03 10:05:00+00:00,Officers dispatched to monitor a demonstration that occurred without incident.,HARVARD YARD 1 PEABODY ST CAMBRIDGE,DEMONSTRATION,12/3/19 10:00 AM - 5:00 PM
CLOSED,2019-06-20 02:55:00+00:00,Officers dispatched to a report of an individual possibly under the influence. Officers arrived and reported that the      individual was gone on arrival.,PFORZHEIMER HOUSE - COMSTOCK H 130 WALKER ST CAMBRIDGE,SUSPICIOUS ACTIVITY,6/20/19 2:55 AM
CLOSED,2019-09-16 21:49:00+00:00,Officer dispatched to a report of a noise complaint. Officer arrived and reported that the area was quiet.,OWL CLUB 30 HOLYOKE ST CAMBRIDGE,ASSIST CAMBRIDGE POLICE,9/16/19 9:40 PM - 10:00 PM
OPEN,2019-12-11 15:50:00+00:00,Officer dispatched to take a report of stolen unattended and unsecured miscellaneous alcoholic beverages valued at         $120.00.,GALLATIN HALL 20 HARVARD WAY ALLSTON,THEFT REPORT,12/6/19 - 7:00 PM 12/7/19 - 2:00 AM
CLOSED,2019-05-22 02:41:00+00:00,Officers dispatched to a report of loud music in the area. Officers arrived and reported that the area was quiet.,ADAMS HOUSE - CLAVERLY HALL 63 MT AUBURN ST CAMBRIDGE,NOISE COMPLAINT,"5/22/19
2:41 AM"
CLOSED,2020-02-28 08:03:00+00:00,"Officers dispatched to a report of an individual sleeping in the alleyway behind the building. Officers arrived, located   the individual, and sent them on their way.",8 STORY STCAMBRIDGE,UNWANTED GUEST,2/28/20 8:03 AM
CLOSED,2019-09-29 16:15:00+00:00,"Officers dispatched to a report of an individual engaged in a disturbance. Officers arrived, located the individual, and   reported that they were no longer located on University property and not engaged in any disruptive behavior at the time.",253-269 WESTERN AVE 267 WESTERN AVE ALLSTON,DISTURBANCE,9/29/19 4:15 PM
OPEN,2019-06-05 10:00:00+00:00,Officer dispatched to take a report of a stolen black and silver Michele watch valued at $200.00.,90 SMITH ST,THEFT REPORT                       ,"5/31/19 - 4:00 PM
6/4/19 - 8:30 AM"
OPEN,2020-02-06 14:02:00+00:00,Officer dispatched to take a report of suspicious mail.,MASSACHUSETTS HALL 11 HARVARD YARD CAMBRIDGE,SUSPICIOUS MAIL/ PACKAGE/BAG,2/6/20 1:50 PM
CLOSED,2019-06-27 13:59:00+00:00,Officer took a walk-in report of annoying emails.,HARVARD UNIVERSITY POLICE DEPA 1033-6 MASSACHUSETTS AVE CAMBRIDGE,ANNOYING CALLS/TEXTS/EMAILS,9/20/15 - 11:45 AM 6/27/19 - 2:05 PM
CLOSED,2019-06-01 14:52:00+00:00,Officer dispatched to take a report of stolen U.S. currency valued at $60.00.,HEMENWAY GYMNASIUM H 1515 MASSACHUSETTS AVE CAMBRIDGE,THEFT REPORT,6/1/19 12:15 PM - 12:30 PM
OPEN,2019-06-24 12:44:00+00:00,Officer dispatched to take a report of annoying emails.,HARVARD EXTENSION SCHOOL - 51 51 BRATTLE ST CAMBRIDGE,ANNOYING CALLS/TEXTS/EMAILS,6/18/19 - 8:32 AM 6/24/19 - 8:00 AM
CLOSED,2019-06-14 11:56:00+00:00,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,WARREN ALPERT BUILDING GARAGE 200 LONGWOOD AVE BOSTON,MOTOR VEHICLE ACCIDENT,6/13/19 8:00 AM - 5:30 PM
CLOSED,2019-12-05 11:23:00+00:00,Officer dispatched to take a report of suspicious activity.,FOGG MUSEUM 32 QUINCY ST CAMBRIDGE,SUSPICIOUS ACTIVITY,12/5/19 9:00 AM - 11:00 AM
CLOSED,2019-04-10 11:25:00+00:00,Officer dispatched to a report of a restraining order service.,SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,209 A SERVICE,"4/10/19
11:45 AM"
CLOSED,2020-04-17 17:45:00+00:00,Officers dispatched to a complaint of several individuals skateboarding in the area. Officers arrived and reported that    the individuals were gone on arrival.,BUSINESS SCHOOL LOT 112 WESTERN AVE ALLSTON,SKATEBOARD/BIKE COMPLAINT,4/17/20 5:45 PM
CLOSED,2019-03-16 13:02:00+00:00,"Officers dispatched to a report of an individual causing a disturbance involving two other parties on the second floor.   
Officers arrived and reported all individuals gone upon arrival.",SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,DISTURBANCE,"3/16/19
1:02 PM"
CLOSED,2019-06-06 05:44:00+00:00,"Officers dispatched to a report of an individual sleeping inside of the building. Officers arrived, located the            individual, and conducted a field interview. The individual was run for wants/warrants with negative results. Officers     then informed the individual of the policy regarding sleeping inside of the building and sent them on their way.",SPANGLER CENTER 117 WESTERN AVE ALLSTON,FIELD INTERVIEW,6/6/19 5:44 AM - 6:17 AM
